Shipment_ID,Shipment_Date,Vendor_ID,Vendor_Rating,Origin,Destination,Distance_km,Weight_tons,Weather_Condition,Traffic_Density,Vehicle_Type,Actual_Delay_Days,CO2_Emission_kg
SHP-00214,2025-09-29,VEND-024,4.6,Sakarya,Kocaeli,44.7,19.86,Storm,Low,Diesel Truck,0,135.03
SHP-00215,2025-09-29,VEND-025,4.3,Denizli,Gaziantep,930.4,15.2,Rain,Low,Hybrid Van,0,1169.38
SHP-00216,2025-09-29,VEND-015,3.3,Sakarya,Konya,449.9,3.43,Normal,Medium,Hybrid Van,0,127.07
SHP-00217,2025-09-30,VEND-012,4.7,Kayseri,Diyarbakir,512.9,13.89,Rain,Medium,Hybrid Van,0,608.52
SHP-00218,2025-09-30,VEND-009,1.7,Malatya,Izmir,1268.6,12.23,Normal,Low,Diesel Truck,1,2061.8
SHP-00219,2025-09-30,VEND-016,2.3,Adana,Mersin,76.4,8.85,Normal,Low,Diesel Truck,0,93.97
SHP-00220,2025-09-30,VEND-015,3.1,Diyarbakir,Bursa,1254.8,3.64,Normal,High,Diesel Truck,0,675.31
SHP-00221,2025-10-01,VEND-008,4.1,Antalya,Samsun,863.9,24.55,Normal,Low,Diesel Truck,0,2767.77
SHP-00222,2025-10-01,VEND-001,4.2,Antalya,Adana,499.4,5.23,Rain,Medium,Diesel Truck,0,369.86
SHP-00223,2025-10-01,VEND-004,3.8,Samsun,Istanbul,766.4,5.63,Normal,High,Hybrid Van,0,397.87
SHP-00224,2025-10-01,VEND-024,4.7,Kocaeli,Ankara,317.0,4.49,Normal,Low,Hybrid Van,0,111.72
SHP-00225,2025-10-02,VEND-011,2.8,Eskisehir,Malatya,882.7,14.68,Normal,Medium,Diesel Truck,0,1724.58
SHP-00226,2025-10-02,VEND-013,3.8,Gaziantep,Ankara,614.5,11.65,Normal,Low,Diesel Truck,0,973.37
SHP-00227,2025-10-02,VEND-012,4.7,Malatya,Eskisehir,837.1,6.99,Normal,Low,Electric Semi,0,217.62
SHP-00228,2025-10-03,VEND-020,3.7,Konya,Erzurum,973.1,11.31,Normal,Low,Diesel Truck,0,1537.42
SHP-00229,2025-10-03,VEND-002,3.1,Samsun,Mersin,674.9,17.16,Rain,High,Electric Semi,0,461.65
SHP-00230,2025-10-03,VEND-003,4.4,Erzurum,Gaziantep,594.8,7.76,Normal,Low,Diesel Truck,0,616.39
SHP-00231,2025-10-03,VEND-007,4.0,Samsun,Sakarya,656.2,22.97,Normal,Low,Electric Semi,1,542.03
SHP-00232,2025-10-03,VEND-013,4.0,Denizli,Van,1587.6,8.35,Normal,High,Diesel Truck,2,1977.32
SHP-00233,2025-10-03,VEND-017,3.3,Erzurum,Izmir,1560.0,5.76,Rain,Low,Diesel Truck,0,1222.79
SHP-00234,2025-10-04,VEND-013,3.6,Van,Erzurum,299.5,23.91,Rain,High,Hybrid Van,0,671.77
SHP-00235,2025-10-04,VEND-012,4.8,Kayseri,Erzurum,668.3,20.45,Normal,Medium,Diesel Truck,0,1881.66
SHP-00236,2025-10-04,VEND-024,4.7,Mersin,Izmir,856.2,9.24,Normal,Medium,Diesel Truck,0,1094.81
SHP-00237,2025-10-04,VEND-005,1.6,Bursa,Ankara,399.9,21.19,Normal,High,Electric Semi,0,318.86
SHP-00238,2025-10-04,VEND-015,3.1,Samsun,Eskisehir,657.6,13.45,Normal,Medium,Diesel Truck,0,1192.23
SHP-00239,2025-10-04,VEND-014,4.5,Erzurum,Ankara,900.4,9.32,Normal,Low,Diesel Truck,0,1081.69
SHP-00240,2025-10-05,VEND-012,4.8,Kayseri,Trabzon,529.8,21.15,Normal,High,Diesel Truck,0,1553.69
SHP-00241,2025-10-05,VEND-021,4.3,Konya,Ankara,286.2,19.05,Rain,High,Diesel Truck,0,771.87
SHP-00242,2025-10-05,VEND-007,4.0,Izmir,Eskisehir,402.9,8.15,Normal,High,Hybrid Van,1,289.63
SHP-00243,2025-10-05,VEND-024,4.6,Adana,Antalya,530.0,15.56,Rain,Medium,Diesel Truck,1,1147.83
SHP-00244,2025-10-06,VEND-009,1.9,Antalya,Ankara,476.0,9.87,Normal,Medium,Hybrid Van,1,396.29
SHP-00245,2025-10-06,VEND-014,4.3,Van,Ankara,1186.8,1.03,Normal,Medium,Electric Semi,0,46.82
SHP-00246,2025-10-07,VEND-014,4.5,Samsun,Bursa,776.0,24.08,Rain,Low,Diesel Truck,0,2524.47
SHP-00247,2025-10-07,VEND-022,2.9,Izmir,Kocaeli,454.6,14.19,Rain,Medium,Diesel Truck,0,899.89
SHP-00248,2025-10-07,VEND-011,3.1,Ankara,Izmir,627.2,15.36,Normal,Medium,Diesel Truck,0,1274.82
SHP-00249,2025-10-07,VEND-008,4.5,Malatya,Sakarya,951.8,15.4,Rain,Medium,Diesel Truck,0,2103.68
SHP-00250,2025-10-08,VEND-001,4.2,Erzurum,Kocaeli,1203.3,14.22,Normal,Low,Diesel Truck,0,2225.6
SHP-00251,2025-10-08,VEND-010,3.2,Sakarya,Gaziantep,891.9,7.96,Normal,Medium,Hybrid Van,0,587.1
SHP-00252,2025-10-08,VEND-021,4.3,Izmir,Van,1719.8,24.32,Rain,Medium,Diesel Truck,0,5800.4
SHP-00253,2025-10-09,VEND-001,4.2,Ankara,Denizli,493.8,15.92,Rain,Medium,Electric Semi,0,289.83
SHP-00254,2025-10-09,VEND-023,4.9,Bursa,Denizli,330.5,17.1,Normal,High,Diesel Truck,0,803.97
SHP-00255,2025-10-09,VEND-014,4.5,Sakarya,Bursa,164.0,11.92,Storm,Medium,Electric Semi,0,77.21
SHP-00256,2025-10-09,VEND-004,3.9,Sakarya,Denizli,456.4,7.91,Rain,Low,Diesel Truck,0,487.4
SHP-00257,2025-10-10,VEND-008,4.2,Diyarbakir,Samsun,639.8,2.54,Normal,Low,Diesel Truck,0,223.58
SHP-00258,2025-10-10,VEND-014,4.3,Ankara,Van,1155.2,9.41,Normal,Medium,Hybrid Van,0,919.68
SHP-00259,2025-10-10,VEND-008,4.4,Bursa,Samsun,776.5,5.23,Normal,Medium,Diesel Truck,0,583.24
SHP-00260,2025-10-10,VEND-003,4.5,Erzurum,Trabzon,231.6,16.89,Normal,High,Hybrid Van,0,361.31
SHP-00261,2025-10-11,VEND-017,3.5,Erzurum,Konya,1026.2,22.1,Rain,Low,Diesel Truck,0,3223.68
SHP-00262,2025-10-11,VEND-017,3.5,Eskisehir,Istanbul,231.3,8.27,Normal,Low,Hybrid Van,0,159.66
SHP-00263,2025-10-11,VEND-003,4.4,Izmir,Bursa,335.8,8.99,Rain,Medium,Diesel Truck,0,435.95
SHP-00264,2025-10-11,VEND-008,4.4,Ankara,Malatya,620.5,17.09,Normal,Medium,Diesel Truck,0,1420.94
SHP-00265,2025-10-12,VEND-007,4.3,Ankara,Sakarya,295.5,4.58,Rain,High,Hybrid Van,1,130.36
SHP-00266,2025-10-12,VEND-017,3.2,Denizli,Konya,389.8,23.31,Rain,High,Diesel Truck,0,1320.85
SHP-00267,2025-10-12,VEND-019,4.6,Diyarbakir,Denizli,1248.1,9.73,Rain,Medium,Diesel Truck,0,1624.72
SHP-00268,2025-10-12,VEND-019,4.3,Trabzon,Istanbul,1087.7,3.43,Rain,High,Electric Semi,2,156.5
SHP-00269,2025-10-12,VEND-024,4.4,Gaziantep,Istanbul,1067.7,5.19,Rain,Low,Hybrid Van,0,443.46
SHP-00270,2025-10-12,VEND-020,3.5,Sakarya,Kayseri,591.2,23.39,Normal,Medium,Hybrid Van,0,1169.87
SHP-00271,2025-10-12,VEND-009,1.7,Ankara,Trabzon,761.7,6.93,Rain,High,Hybrid Van,3,470.23
SHP-00272,2025-10-12,VEND-003,4.5,Diyarbakir,Erzurum,291.7,16.89,Storm,Medium,Diesel Truck,3,753.0
SHP-00273,2025-10-12,VEND-016,2.3,Malatya,Eskisehir,880.5,4.75,Normal,High,Diesel Truck,2,629.87
SHP-00274,2025-10-12,VEND-023,4.8,Eskisehir,Antalya,417.2,5.66,Normal,Low,Electric Semi,0,85.48
SHP-00275,2025-10-12,VEND-025,4.3,Malatya,Sakarya,883.9,22.1,Snow,Low,Diesel Truck,0,2801.26
SHP-00276,2025-10-13,VEND-006,5.0,Kocaeli,Kayseri,650.2,4.55,Normal,Medium,Diesel Truck,2,408.39
SHP-00277,2025-10-13,VEND-006,4.9,Kayseri,Diyarbakir,538.1,1.45,Normal,High,Hybrid Van,0,77.96
SHP-00278,2025-10-13,VEND-001,4.3,Konya,Bursa,486.3,13.03,Normal,Low,Diesel Truck,0,850.36
SHP-00279,2025-10-13,VEND-004,4.0,Erzurum,Istanbul,1265.3,21.71,Normal,High,Diesel Truck,0,3830.6
SHP-00280,2025-10-14,VEND-014,4.1,Denizli,Ankara,481.9,8.82,Normal,Low,Electric Semi,0,150.58
SHP-00281,2025-10-14,VEND-014,4.3,Bursa,Van,1541.1,4.08,Normal,Medium,Diesel Truck,0,854.49
SHP-00282,2025-10-14,VEND-010,2.8,Van,Ankara,1167.0,24.57,Storm,Medium,Electric Semi,0,1120.4
SHP-00283,2025-10-14,VEND-008,4.3,Ankara,Erzurum,902.9,17.24,Normal,Low,Diesel Truck,0,1930.58
SHP-00284,2025-10-14,VEND-021,4.2,Kocaeli,Eskisehir,145.5,21.42,Normal,Medium,Electric Semi,0,116.34
SHP-00285,2025-10-14,VEND-012,4.9,Bursa,Izmir,319.6,19.05,Rain,Medium,Diesel Truck,0,820.81
SHP-00286,2025-10-14,VEND-021,4.4,Denizli,Malatya,998.4,17.76,Rain,Medium,Diesel Truck,0,2290.08
SHP-00287,2025-10-16,VEND-025,4.2,Mersin,Izmir,836.0,10.23,Normal,Low,Diesel Truck,0,1108.24
SHP-00288,2025-10-16,VEND-008,4.2,Mersin,Izmir,874.9,8.78,Normal,Low,Diesel Truck,0,983.78
SHP-00289,2025-10-16,VEND-006,5.0,Denizli,Samsun,898.8,18.21,Rain,High,Diesel Truck,0,2357.24
SHP-00290,2025-10-16,VEND-024,4.5,Sakarya,Gaziantep,917.6,18.2,Rain,Medium,Hybrid Van,1,1301.81
SHP-00291,2025-10-16,VEND-016,2.3,Adana,Gaziantep,238.5,23.81,Normal,High,Electric Semi,2,214.66
SHP-00292,2025-10-17,VEND-008,4.4,Van,Bursa,1561.7,14.65,Normal,Medium,Diesel Truck,0,3085.39
SHP-00293,2025-10-17,VEND-016,2.2,Kayseri,Trabzon,556.9,8.07,Rain,High,Diesel Truck,0,658.25
SHP-00294,2025-10-17,VEND-013,3.9,Bursa,Istanbul,109.4,12.75,Rain,Low,Diesel Truck,0,197.28
SHP-00295,2025-10-17,VEND-023,5.0,Istanbul,Gaziantep,1024.5,15.73,Normal,Medium,Diesel Truck,0,2278.5
SHP-00296,2025-10-17,VEND-007,4.1,Antalya,Kocaeli,522.6,11.24,Rain,Medium,Hybrid Van,0,515.53
SHP-00297,2025-10-17,VEND-025,4.3,Denizli,Kayseri,729.6,19.99,Rain,Low,Diesel Truck,0,2021.52
SHP-00298,2025-10-18,VEND-024,4.7,Samsun,Eskisehir,670.3,15.03,Rain,Low,Hybrid Van,0,862.03
SHP-00299,2025-10-18,VEND-005,1.8,Konya,Antalya,230.1,1.23,Rain,Medium,Hybrid Van,1,27.67
SHP-00300,2025-10-18,VEND-005,1.7,Kayseri,Denizli,690.8,14.68,Rain,High,Electric Semi,1,409.16
SHP-00301,2025-10-18,VEND-014,4.3,Diyarbakir,Eskisehir,1064.0,16.21,Normal,Medium,Diesel Truck,0,2410.04
SHP-00302,2025-10-18,VEND-002,2.9,Kocaeli,Adana,790.0,22.97,Normal,Low,Electric Semi,0,628.29
SHP-00303,2025-10-18,VEND-008,4.4,Ankara,Gaziantep,639.8,10.93,Rain,High,Diesel Truck,0,1014.42
SHP-00304,2025-10-18,VEND-011,2.7,Istanbul,Kocaeli,108.2,14.79,Normal,Low,Hybrid Van,0,134.12
SHP-00305,2025-10-19,VEND-025,4.3,Kayseri,Kocaeli,683.8,12.4,Normal,Low,Diesel Truck,0,1060.93
SHP-00306,2025-10-19,VEND-025,4.0,Mersin,Ankara,465.3,13.76,Normal,High,Diesel Truck,1,894.19
SHP-00307,2025-10-19,VEND-004,3.9,Malatya,Samsun,467.3,2.62,Rain,High,Diesel Truck,0,185.61
SHP-00308,2025-10-19,VEND-023,4.9,Kocaeli,Izmir,446.0,22.53,Rain,High,Hybrid Van,0,927.69
SHP-00309,2025-10-19,VEND-003,4.9,Sakarya,Samsun,615.9,22.85,Normal,High,Diesel Truck,0,2034.56
SHP-00310,2025-10-20,VEND-019,4.2,Kocaeli,Erzurum,1254.7,14.15,Normal,Medium,Diesel Truck,0,2483.26
SHP-00311,2025-10-21,VEND-022,2.9,Konya,Kocaeli,467.1,14.36,Normal,Low,Diesel Truck,0,855.65
SHP-00312,2025-10-21,VEND-023,4.9,Denizli,Sakarya,446.1,2.38,Storm,Low,Diesel Truck,0,153.09
SHP-00313,2025-10-21,VEND-006,5.0,Trabzon,Gaziantep,615.5,15.35,Rain,High,Hybrid Van,0,874.42
SHP-00314,2025-10-21,VEND-023,4.9,Eskisehir,Erzurum,1194.3,11.3,Normal,High,Hybrid Van,0,1163.45
SHP-00315,2025-10-21,VEND-003,4.6,Bursa,Diyarbakir,1249.0,18.02,Normal,Medium,Hybrid Van,0,1842.76
SHP-00316,2025-10-21,VEND-013,3.8,Trabzon,Erzurum,220.2,2.13,Rain,Medium,Hybrid Van,0,42.0
SHP-00317,2025-10-21,VEND-012,4.9,Gaziantep,Sakarya,943.9,18.06,Normal,Low,Diesel Truck,0,2243.49
SHP-00318,2025-10-21,VEND-008,4.2,Sakarya,Trabzon,1008.2,7.89,Storm,Low,Diesel Truck,2,1177.52
SHP-00319,2025-10-21,VEND-001,4.4,Sakarya,Kayseri,614.6,16.64,Normal,High,Electric Semi,2,383.18
SHP-00320,2025-10-22,VEND-020,3.6,Trabzon,Erzurum,230.2,16.05,Normal,Low,Electric Semi,0,134.82
SHP-00321,2025-10-22,VEND-009,1.9,Erzurum,Diyarbakir,291.3,6.44,Normal,Medium,Diesel Truck,3,261.48
SHP-00322,2025-10-22,VEND-017,3.2,Samsun,Adana,611.5,11.57,Normal,High,Hybrid Van,0,593.8
SHP-00323,2025-10-23,VEND-011,2.9,Istanbul,Izmir,425.2,21.06,Normal,Medium,Diesel Truck,2,1186.28
SHP-00324,2025-10-23,VEND-010,3.3,Trabzon,Istanbul,1105.3,15.53,Rain,Medium,Diesel Truck,0,2330.11
SHP-00325,2025-10-23,VEND-023,4.9,Sakarya,Antalya,536.8,2.65,Normal,Low,Diesel Truck,0,191.1
SHP-00326,2025-10-23,VEND-003,4.5,Izmir,Ankara,680.3,11.63,Normal,Low,Hybrid Van,0,644.97
SHP-00327,2025-10-24,VEND-019,4.2,Izmir,Gaziantep,1174.4,8.48,Rain,Low,Diesel Truck,0,1416.16
SHP-00328,2025-10-24,VEND-019,4.4,Gaziantep,Izmir,1184.5,16.4,Rain,Low,Diesel Truck,0,2497.32
SHP-00329,2025-10-24,VEND-010,2.9,Diyarbakir,Van,348.3,15.75,Normal,Low,Electric Semi,1,190.69
SHP-00330,2025-10-24,VEND-007,4.1,Samsun,Ankara,432.5,1.25,Normal,Low,Hybrid Van,0,45.98
SHP-00331,2025-10-24,VEND-001,4.2,Van,Kocaeli,1420.5,15.58,Normal,Low,Diesel Truck,0,2775.33
SHP-00332,2025-10-24,VEND-024,4.8,Malatya,Konya,642.2,18.64,Normal,Low,Electric Semi,1,421.68
SHP-00333,2025-10-24,VEND-024,5.0,Kocaeli,Bursa,122.8,19.45,Rain,High,Diesel Truck,0,360.88
SHP-00334,2025-10-25,VEND-007,4.1,Denizli,Eskisehir,327.7,2.42,Normal,Low,Hybrid Van,0,63.77
SHP-00335,2025-10-25,VEND-001,4.4,Konya,Van,1242.1,8.29,Normal,Medium,Diesel Truck,0,1401.24
SHP-00336,2025-10-25,VEND-004,3.9,Ankara,Diyarbakir,865.2,11.11,Rain,High,Diesel Truck,0,1373.34
SHP-00337,2025-10-25,VEND-002,3.0,Adana,Van,920.9,5.31,Normal,Low,Electric Semi,0,172.71
SHP-00338,2025-10-26,VEND-021,4.3,Kocaeli,Trabzon,1020.2,11.1,Normal,Medium,Diesel Truck,0,1597.98
SHP-00339,2025-10-27,VEND-023,4.9,Bursa,Denizli,335.3,2.71,Normal,High,Electric Semi,0,37.14
SHP-00340,2025-10-27,VEND-004,3.9,Antalya,Izmir,446.4,3.72,Storm,Medium,Hybrid Van,0,154.53
SHP-00341,2025-10-27,VEND-019,4.3,Istanbul,Malatya,1012.7,17.05,Rain,Low,Diesel Truck,0,2283.42
SHP-00342,2025-10-27,VEND-005,1.6,Eskisehir,Sakarya,137.0,7.3,Normal,Medium,Diesel Truck,2,143.82
SHP-00343,2025-10-27,VEND-010,2.9,Malatya,Antalya,890.9,18.07,Rain,Medium,Diesel Truck,0,2288.42
SHP-00344,2025-10-27,VEND-015,3.2,Diyarbakir,Konya,868.8,2.15,Normal,Medium,Diesel Truck,0,264.5
SHP-00345,2025-10-27,VEND-018,1.7,Adana,Trabzon,752.8,14.5,Normal,Low,Electric Semi,0,382.4
SHP-00346,2025-10-28,VEND-022,2.6,Kocaeli,Istanbul,105.0,10.39,Normal,Low,Hybrid Van,0,91.87
SHP-00347,2025-10-28,VEND-002,3.0,Van,Sakarya,1429.7,20.13,Normal,High,Diesel Truck,0,3961.42
SHP-00348,2025-10-28,VEND-005,1.9,Kocaeli,Gaziantep,909.8,19.81,Normal,Low,Electric Semi,0,618.38
SHP-00349,2025-10-28,VEND-008,4.3,Gaziantep,Ankara,624.7,10.01,Storm,Low,Diesel Truck,0,905.42
SHP-00350,2025-10-29,VEND-008,4.2,Konya,Adana,335.0,15.95,Normal,Medium,Hybrid Van,0,460.05
SHP-00351,2025-10-29,VEND-025,4.4,Eskisehir,Diyarbakir,1056.7,6.46,Rain,High,Diesel Truck,0,1017.36
SHP-00352,2025-10-30,VEND-020,3.9,Mersin,Gaziantep,292.1,14.93,Rain,Low,Diesel Truck,0,618.46
SHP-00353,2025-10-30,VEND-009,2.0,Diyarbakir,Samsun,641.2,2.95,Normal,Low,Hybrid Van,0,157.69
SHP-00354,2025-10-30,VEND-025,4.3,Malatya,Sakarya,907.1,11.43,Normal,Medium,Diesel Truck,0,1400.23
SHP-00355,2025-10-30,VEND-013,4.0,Istanbul,Ankara,433.1,5.39,Normal,Medium,Diesel Truck,0,312.08
SHP-00356,2025-10-31,VEND-013,4.0,Eskisehir,Sakarya,133.6,22.2,Normal,Medium,Diesel Truck,0,426.98
SHP-00357,2025-10-31,VEND-011,2.9,Adana,Gaziantep,229.7,11.68,Normal,High,Electric Semi,0,107.37
SHP-00358,2025-10-31,VEND-004,4.0,Samsun,Eskisehir,644.5,15.18,Storm,Low,Electric Semi,0,391.48
SHP-00359,2025-11-01,VEND-024,4.7,Gaziantep,Bursa,998.9,9.65,Snow,Low,Hybrid Van,0,875.07
SHP-00360,2025-11-01,VEND-001,4.0,Adana,Izmir,927.9,7.93,Normal,Medium,Diesel Truck,0,964.42
SHP-00361,2025-11-01,VEND-005,1.9,Konya,Sakarya,438.1,5.87,Normal,Low,Hybrid Van,0,201.65
SHP-00362,2025-11-01,VEND-006,4.7,Ankara,Diyarbakir,880.2,22.88,Normal,Medium,Diesel Truck,0,2496.52
SHP-00363,2025-11-01,VEND-007,4.1,Sakarya,Van,1364.5,20.19,Snow,High,Hybrid Van,0,2645.39
SHP-00364,2025-11-01,VEND-004,4.1,Izmir,Denizli,230.0,4.2,Normal,Low,Diesel Truck,0,136.21
SHP-00365,2025-11-01,VEND-001,4.3,Adana,Kayseri,234.1,18.92,Normal,Medium,Hybrid Van,0,373.76
SHP-00366,2025-11-02,VEND-017,3.6,Bursa,Antalya,492.4,11.04,Rain,Low,Hybrid Van,0,435.43
SHP-00367,2025-11-02,VEND-025,4.2,Bursa,Konya,479.4,1.37,Rain,Medium,Hybrid Van,2,60.41
SHP-00368,2025-11-02,VEND-004,3.7,Adana,Denizli,721.5,13.68,Normal,Medium,Hybrid Van,0,829.93
SHP-00369,2025-11-02,VEND-008,4.3,Erzurum,Konya,981.2,4.12,Rain,Medium,Diesel Truck,0,584.94
SHP-00370,2025-11-02,VEND-013,3.8,Erzurum,Kayseri,651.2,6.04,Normal,Low,Hybrid Van,0,321.27
SHP-00371,2025-11-02,VEND-024,4.6,Adana,Bursa,791.1,17.7,Normal,High,Diesel Truck,0,2051.2
SHP-00372,2025-11-02,VEND-018,1.9,Samsun,Mersin,617.6,7.17,Normal,High,Diesel Truck,2,639.64
SHP-00373,2025-11-02,VEND-020,3.6,Van,Antalya,1396.2,22.41,Normal,High,Hybrid Van,0,2855.57
SHP-00374,2025-11-02,VEND-015,3.2,Antalya,Izmir,447.6,16.77,Snow,High,Diesel Truck,2,1168.87
SHP-00375,2025-11-02,VEND-011,2.7,Erzurum,Izmir,1528.8,20.97,Rain,Low,Diesel Truck,3,4147.78
SHP-00376,2025-11-02,VEND-005,1.9,Izmir,Samsun,1106.8,15.76,Storm,Medium,Hybrid Van,0,1637.38
SHP-00377,2025-11-03,VEND-022,2.7,Antalya,Adana,522.8,21.85,Normal,Low,Diesel Truck,0,1547.91
SHP-00378,2025-11-03,VEND-021,4.1,Konya,Ankara,303.6,9.68,Rain,High,Diesel Truck,0,448.1
SHP-00379,2025-11-03,VEND-001,4.2,Istanbul,Samsun,754.2,14.18,Snow,Low,Diesel Truck,0,1494.67
SHP-00380,2025-11-03,VEND-018,1.7,Diyarbakir,Bursa,1282.7,13.38,Normal,Low,Diesel Truck,3,2350.54
SHP-00381,2025-11-03,VEND-003,4.5,Malatya,Istanbul,1069.6,22.69,Snow,Medium,Electric Semi,0,892.09
SHP-00382,2025-11-03,VEND-019,4.7,Adana,Izmir,930.8,4.96,Rain,Low,Diesel Truck,1,649.75
SHP-00383,2025-11-03,VEND-021,4.2,Diyarbakir,Mersin,668.2,14.87,Storm,Medium,Electric Semi,0,386.69
SHP-00384,2025-11-04,VEND-004,3.9,Sakarya,Van,1447.6,19.11,Normal,Low,Diesel Truck,0,3722.69
SHP-00385,2025-11-04,VEND-011,2.5,Diyarbakir,Antalya,1103.4,9.88,Rain,Medium,Electric Semi,0,411.81
SHP-00386,2025-11-04,VEND-004,3.8,Diyarbakir,Gaziantep,343.9,21.82,Rain,High,Diesel Truck,3,1072.76
SHP-00387,2025-11-04,VEND-015,3.1,Kocaeli,Antalya,524.0,9.95,Snow,Medium,Hybrid Van,1,457.31
SHP-00388,2025-11-04,VEND-024,4.5,Izmir,Adana,938.9,5.16,Snow,Low,Diesel Truck,0,696.81
SHP-00389,2025-11-04,VEND-003,4.7,Erzurum,Denizli,1347.9,15.02,Normal,Low,Diesel Truck,0,2623.26
SHP-00390,2025-11-04,VEND-010,3.1,Trabzon,Konya,927.6,11.09,Snow,Low,Electric Semi,0,376.1
SHP-00391,2025-11-04,VEND-025,4.4,Erzurum,Trabzon,231.1,1.36,Snow,Low,Hybrid Van,0,30.31
SHP-00392,2025-11-04,VEND-008,4.3,Van,Malatya,530.5,2.68,Rain,Medium,Electric Semi,0,55.97
SHP-00393,2025-11-05,VEND-004,3.9,Bursa,Erzurum,1251.3,5.69,Normal,Low,Diesel Truck,0,982.62
SHP-00394,2025-11-05,VEND-013,3.8,Mersin,Kocaeli,717.3,19.46,Normal,Low,Diesel Truck,0,1705.56
SHP-00395,2025-11-05,VEND-013,3.8,Bursa,Eskisehir,165.5,22.41,Normal,Low,Hybrid Van,0,325.97
SHP-00396,2025-11-05,VEND-017,3.7,Ankara,Erzurum,858.7,14.1,Normal,High,Diesel Truck,0,1750.83
SHP-00397,2025-11-06,VEND-008,4.0,Van,Eskisehir,1428.0,3.53,Snow,Low,Diesel Truck,0,715.35
SHP-00398,2025-11-06,VEND-024,4.3,Erzurum,Gaziantep,580.7,13.83,Normal,Low,Hybrid Van,0,638.03
SHP-00399,2025-11-06,VEND-014,4.3,Erzurum,Izmir,1586.6,21.53,Rain,Medium,Diesel Truck,0,4764.98
SHP-00400,2025-11-06,VEND-008,4.3,Malatya,Izmir,1189.5,18.99,Rain,Low,Diesel Truck,0,3050.37
SHP-00401,2025-11-06,VEND-025,4.3,Trabzon,Malatya,398.8,7.99,Rain,High,Diesel Truck,0,463.33
SHP-00402,2025-11-06,VEND-024,4.7,Samsun,Kocaeli,647.9,3.97,Normal,Low,Hybrid Van,0,204.7
SHP-00403,2025-11-06,VEND-013,3.7,Van,Gaziantep,714.4,22.62,Rain,Medium,Diesel Truck,0,2339.18
SHP-00404,2025-11-07,VEND-001,4.4,Kocaeli,Konya,471.0,21.5,Rain,Medium,Electric Semi,0,363.51
SHP-00405,2025-11-07,VEND-015,3.3,Trabzon,Gaziantep,577.9,2.29,Rain,High,Diesel Truck,0,206.69
SHP-00406,2025-11-07,VEND-014,4.4,Antalya,Diyarbakir,1029.8,20.77,Normal,Medium,Diesel Truck,0,2867.87
SHP-00407,2025-11-07,VEND-004,4.0,Eskisehir,Kocaeli,155.3,3.33,Storm,High,Diesel Truck,0,86.8
SHP-00408,2025-11-07,VEND-016,2.3,Diyarbakir,Malatya,211.0,2.52,Normal,Medium,Electric Semi,0,22.15
SHP-00409,2025-11-07,VEND-022,2.6,Denizli,Gaziantep,930.6,19.21,Rain,Medium,Diesel Truck,3,2426.49
SHP-00410,2025-11-08,VEND-003,4.6,Kayseri,Mersin,289.7,13.87,Normal,Medium,Hybrid Van,0,326.99
SHP-00411,2025-11-08,VEND-019,4.4,Bursa,Izmir,329.3,10.95,Normal,Medium,Diesel Truck,0,493.05
SHP-00412,2025-11-08,VEND-004,3.9,Istanbul,Van,1527.3,22.69,Storm,Medium,Diesel Truck,3,4952.21
SHP-00413,2025-11-09,VEND-019,4.6,Trabzon,Kayseri,526.4,21.14,Normal,Low,Diesel Truck,0,1454.93
SHP-00414,2025-11-09,VEND-011,2.4,Denizli,Samsun,911.5,2.38,Snow,Low,Hybrid Van,3,189.08
SHP-00415,2025-11-09,VEND-001,4.0,Sakarya,Adana,725.1,15.79,Snow,Medium,Electric Semi,0,446.54
SHP-00416,2025-11-09,VEND-025,4.0,Van,Gaziantep,701.6,19.53,Normal,Low,Diesel Truck,0,1782.64
SHP-00417,2025-11-10,VEND-005,1.7,Kayseri,Van,845.0,14.21,Normal,Medium,Electric Semi,0,429.39
SHP-00418,2025-11-10,VEND-015,3.1,Diyarbakir,Kayseri,527.6,24.59,Normal,Low,Diesel Truck,0,1727.29
SHP-00419,2025-11-10,VEND-005,1.6,Eskisehir,Trabzon,949.9,17.47,Snow,Medium,Electric Semi,2,639.79
SHP-00420,2025-11-10,VEND-024,4.5,Gaziantep,Istanbul,1065.8,3.5,Rain,Medium,Diesel Truck,0,520.19
SHP-00421,2025-11-11,VEND-019,4.3,Diyarbakir,Gaziantep,325.7,5.76,Normal,Medium,Hybrid Van,0,167.36
SHP-00422,2025-11-11,VEND-021,4.6,Ankara,Diyarbakir,860.8,20.83,Rain,Medium,Diesel Truck,0,2496.38
SHP-00423,2025-11-11,VEND-011,3.1,Kocaeli,Ankara,316.4,24.92,Normal,Low,Electric Semi,0,286.55
SHP-00424,2025-11-11,VEND-012,4.6,Erzurum,Ankara,939.0,3.36,Rain,Low,Diesel Truck,0,446.55
SHP-00425,2025-11-12,VEND-016,2.2,Denizli,Diyarbakir,1245.8,3.41,Rain,Medium,Electric Semi,2,167.09
SHP-00426,2025-11-12,VEND-020,3.5,Erzurum,Gaziantep,559.3,19.32,Normal,High,Electric Semi,0,426.33
SHP-00427,2025-11-12,VEND-022,2.4,Ankara,Konya,275.2,2.54,Storm,Medium,Hybrid Van,2,67.3
