Shipment_ID,Date_ID,Vendor_ID,Route_ID,Weight_tons,Distance_km,Actual_Delay_Days,CO2_Emission_kg
SHP-00371,20251102,VEND-024,RT-00011,17.7,336.2,0,234.33
SHP-00372,20251102,VEND-018,RT-01209,7.17,72.3,1,22.27
SHP-00373,20251102,VEND-020,RT-01299,22.41,514.8,0,1053.55
SHP-00374,20251102,VEND-015,RT-00181,16.77,667.0,1,1652.73
SHP-00375,20251102,VEND-011,RT-00459,20.97,578.5,1,444.65
SHP-00376,20251102,VEND-005,RT-00743,15.76,1156.3,0,2749.59
SHP-00377,20251103,VEND-022,RT-00143,21.85,862.9,1,652.75
SHP-00378,20251103,VEND-021,RT-00898,9.68,1195.0,0,1672.23
SHP-00379,20251103,VEND-001,RT-00678,14.18,389.3,0,479.88
SHP-00380,20251103,VEND-018,RT-00364,13.38,957.4,3,1598.93
SHP-00381,20251103,VEND-003,RT-00988,22.69,688.9,1,2175.54
SHP-00382,20251103,VEND-019,RT-00036,4.96,753.5,0,498.5
SHP-00383,20251103,VEND-021,RT-00409,14.87,1183.7,0,1607.54
SHP-00384,20251104,VEND-004,RT-01148,19.11,802.1,0,2013.8
SHP-00385,20251104,VEND-011,RT-00358,9.88,1083.6,0,1545.88
SHP-00386,20251104,VEND-004,RT-00379,21.82,884.6,0,2773.17
SHP-00387,20251104,VEND-015,RT-00828,9.95,196.5,0,280.56
SHP-00388,20251104,VEND-024,RT-00689,5.16,854.3,0,384.0
SHP-00389,20251104,VEND-003,RT-00441,15.02,607.0,0,715.8
SHP-00390,20251104,VEND-010,RT-01277,11.09,1106.6,0,1026.0
SHP-00391,20251104,VEND-025,RT-00491,1.36,977.9,0,110.5
SHP-00392,20251104,VEND-008,RT-01340,2.68,169.8,0,72.57
SHP-00393,20251105,VEND-004,RT-00232,5.69,204.0,0,166.25
SHP-00394,20251105,VEND-013,RT-01063,19.46,130.1,0,87.33
SHP-00395,20251105,VEND-013,RT-00238,22.41,617.2,0,500.49
SHP-00396,20251105,VEND-017,RT-00090,14.1,142.9,0,296.4
SHP-00397,20251106,VEND-008,RT-01313,3.53,882.2,0,110.92
SHP-00398,20251106,VEND-024,RT-00451,13.83,685.2,0,1206.64
SHP-00399,20251106,VEND-014,RT-00458,21.53,1011.3,0,2953.38
SHP-00400,20251106,VEND-008,RT-00993,18.99,371.8,0,944.58
SHP-00401,20251106,VEND-025,RT-01280,7.99,647.0,0,479.05
SHP-00402,20251106,VEND-024,RT-01197,3.97,185.1,0,28.73
SHP-00403,20251106,VEND-013,RT-01317,22.62,1067.3,0,3225.82
SHP-00404,20251107,VEND-001,RT-00867,21.5,251.3,1,460.5
SHP-00405,20251107,VEND-015,RT-01263,2.29,167.7,0,38.28
SHP-00406,20251107,VEND-014,RT-00157,20.77,285.8,0,780.03
SHP-00407,20251107,VEND-004,RT-00528,3.33,977.2,3,314.92
SHP-00408,20251107,VEND-016,RT-00402,2.52,171.7,0,66.82
SHP-00409,20251107,VEND-022,RT-00314,19.21,756.6,1,1921.96
SHP-00410,20251108,VEND-003,RT-00802,13.87,908.1,0,1712.14
SHP-00411,20251108,VEND-019,RT-00246,10.95,913.7,0,1311.78
SHP-00412,20251108,VEND-004,RT-00684,22.69,268.6,0,899.2
SHP-00413,20251109,VEND-019,RT-01271,21.14,120.9,0,353.22
SHP-00414,20251109,VEND-011,RT-00340,2.38,566.1,2,196.84
SHP-00415,20251109,VEND-001,RT-01085,15.79,282.9,0,174.93
SHP-00416,20251109,VEND-025,RT-01320,19.53,854.2,0,576.1
SHP-00417,20251110,VEND-005,RT-00815,14.21,460.2,2,894.24
SHP-00418,20251110,VEND-015,RT-00391,24.59,566.8,0,1850.64
SHP-00419,20251110,VEND-005,RT-00550,17.47,180.5,1,467.15
SHP-00420,20251110,VEND-024,RT-00588,3.5,702.7,0,214.41
SHP-00421,20251111,VEND-019,RT-00380,5.76,263.4,0,131.24
SHP-00422,20251111,VEND-021,RT-00085,20.83,830.8,0,2322.95
SHP-00423,20251111,VEND-011,RT-00822,24.92,131.8,0,113.89
SHP-00424,20251111,VEND-012,RT-00429,3.36,1172.3,0,146.59
SHP-00425,20251112,VEND-016,RT-00304,3.41,837.2,1,255.22
SHP-00426,20251112,VEND-020,RT-00450,19.32,259.0,0,726.39
SHP-00427,20251112,VEND-022,RT-00116,2.54,66.2,2,35.03
SHP-00428,20251112,VEND-001,RT-01198,2.65,434.6,0,44.14
SHP-00429,20251113,VEND-017,RT-01095,22.33,225.7,2,705.43
SHP-00430,20251113,VEND-003,RT-01266,20.21,301.2,0,824.92
SHP-00431,20251113,VEND-008,RT-00988,22.16,1053.7,0,3499.97
SHP-00432,20251113,VEND-021,RT-00757,16.61,743.7,0,1768.73
SHP-00433,20251114,VEND-007,RT-00298,8.74,252.9,0,88.1
SHP-00434,20251114,VEND-020,RT-01044,22.75,690.2,0,586.89
SHP-00435,20251114,VEND-012,RT-00984,8.17,344.1,0,403.28
SHP-00436,20251114,VEND-006,RT-00694,7.61,1172.6,0,717.83
SHP-00437,20251114,VEND-009,RT-00583,22.27,87.7,1,271.24
SHP-00438,20251114,VEND-014,RT-00131,17.34,892.2,0,1275.87
SHP-00439,20251115,VEND-020,RT-00514,22.5,938.9,0,2977.04
SHP-00440,20251115,VEND-016,RT-00146,4.74,127.2,3,61.08
SHP-00441,20251115,VEND-024,RT-00901,23.86,247.6,0,459.09
SHP-00442,20251115,VEND-022,RT-00361,15.71,492.0,3,703.23
SHP-00443,20251116,VEND-019,RT-00066,17.03,1048.4,0,1483.49
SHP-00444,20251116,VEND-016,RT-00695,22.94,667.5,1,2127.37
SHP-00445,20251116,VEND-008,RT-00686,10.14,803.6,2,309.63
SHP-00446,20251117,VEND-011,RT-00200,18.27,950.5,2,640.07
SHP-00447,20251117,VEND-003,RT-00471,16.37,1002.3,0,2197.01
SHP-00448,20251117,VEND-010,RT-01228,19.91,597.7,0,989.9
SHP-00449,20251117,VEND-024,RT-01336,22.53,635.1,0,2017.76
SHP-00450,20251118,VEND-011,RT-00180,17.32,875.7,0,1909.23
SHP-00451,20251118,VEND-003,RT-00020,2.62,352.8,0,91.99
SHP-00452,20251119,VEND-017,RT-00283,5.4,1032.7,0,759.9
SHP-00453,20251119,VEND-025,RT-00024,23.9,73.9,0,250.56
SHP-00454,20251119,VEND-022,RT-00885,24.25,275.1,0,882.62
SHP-00455,20251119,VEND-007,RT-00366,24.22,970.2,3,2175.36
SHP-00456,20251119,VEND-012,RT-00016,1.88,441.3,0,75.82
SHP-00457,20251119,VEND-014,RT-01101,10.18,222.3,1,355.13
SHP-00458,20251120,VEND-007,RT-01257,19.23,264.8,0,200.72
SHP-00459,20251120,VEND-007,RT-00596,19.07,660.4,0,470.52
SHP-00460,20251120,VEND-006,RT-00438,3.06,1023.1,0,115.93
SHP-00461,20251120,VEND-025,RT-01063,15.63,131.2,1,70.54
SHP-00462,20251120,VEND-019,RT-00231,4.43,85.1,0,38.13
SHP-00463,20251120,VEND-022,RT-01302,12.84,584.9,0,1086.72
SHP-00464,20251120,VEND-021,RT-00464,6.75,1149.6,1,1082.3
SHP-00465,20251120,VEND-024,RT-00671,2.28,370.9,0,33.57
SHP-00466,20251120,VEND-003,RT-00486,2.92,1153.0,0,519.49
SHP-00467,20251121,VEND-023,RT-00457,22.86,1070.8,0,3576.84
SHP-00468,20251121,VEND-002,RT-00397,18.87,375.6,0,1007.54
SHP-00469,20251121,VEND-012,RT-00621,23.36,989.5,0,2819.4
SHP-00470,20251121,VEND-015,RT-01236,12.28,838.7,1,924.43
SHP-00471,20251121,VEND-009,RT-01167,10.92,638.6,0,956.95
SHP-00472,20251122,VEND-004,RT-01245,9.6,536.4,0,198.06
SHP-00473,20251122,VEND-005,RT-01272,15.79,987.8,0,1235.41
SHP-00474,20251122,VEND-021,RT-01265,9.44,962.0,0,1346.5
SHP-00475,20251122,VEND-008,RT-01187,18.91,920.5,0,2283.98
SHP-00476,20251122,VEND-008,RT-00314,20.23,1198.0,0,3277.03
SHP-00477,20251122,VEND-024,RT-01155,22.02,600.3,0,1853.16
SHP-00478,20251122,VEND-004,RT-00655,6.83,978.0,0,943.81
SHP-00479,20251122,VEND-023,RT-00631,13.65,1041.9,0,509.91
SHP-00480,20251122,VEND-024,RT-01300,6.36,293.3,0,253.81
SHP-00481,20251123,VEND-015,RT-00482,1.9,98.4,0,31.95
SHP-00482,20251123,VEND-005,RT-00839,17.99,515.5,4,1323.83
SHP-00483,20251124,VEND-004,RT-00245,14.18,1035.2,0,2279.7
SHP-00484,20251124,VEND-008,RT-01128,18.37,382.5,0,966.67
SHP-00485,20251124,VEND-015,RT-00699,3.1,855.0,0,229.59
SHP-00486,20251124,VEND-004,RT-00042,24.89,58.5,0,210.15
SHP-00487,20251124,VEND-012,RT-00926,24.86,458.7,3,1729.8
SHP-00488,20251124,VEND-003,RT-00659,12.16,757.8,0,337.04
SHP-00489,20251125,VEND-014,RT-00390,21.79,199.2,4,183.11
SHP-00490,20251125,VEND-001,RT-01210,6.85,1081.1,0,262.53
SHP-00491,20251125,VEND-018,RT-00930,18.7,229.7,2,598.15
SHP-00492,20251125,VEND-002,RT-01200,22.1,1096.3,0,942.2
SHP-00493,20251125,VEND-005,RT-00680,20.55,298.8,0,931.11
SHP-00494,20251125,VEND-005,RT-01045,20.48,1193.4,2,2091.73
SHP-00495,20251125,VEND-021,RT-01175,12.11,745.5,0,1164.07
SHP-00496,20251126,VEND-002,RT-00950,20.68,147.0,0,112.69
SHP-00497,20251126,VEND-011,RT-00417,17.58,125.1,4,92.89
SHP-00498,20251126,VEND-015,RT-00205,4.18,136.2,0,25.07
SHP-00499,20251126,VEND-013,RT-00714,3.74,728.4,0,386.74
SHP-00500,20251126,VEND-018,RT-01193,19.53,981.0,1,698.02
SHP-00501,20251126,VEND-021,RT-00989,16.01,513.4,0,316.2
SHP-00502,20251126,VEND-010,RT-00069,13.47,561.6,0,1031.05
SHP-00503,20251127,VEND-021,RT-00669,22.77,727.7,0,2244.23
SHP-00504,20251127,VEND-008,RT-01312,16.83,663.0,0,1596.16
SHP-00505,20251128,VEND-025,RT-01081,10.51,841.3,0,1226.16
SHP-00506,20251129,VEND-013,RT-00277,10.93,592.6,0,549.43
SHP-00507,20251129,VEND-019,RT-01278,15.53,870.9,0,1961.41
SHP-00508,20251129,VEND-022,RT-00945,19.25,1196.9,0,861.04
SHP-00509,20251129,VEND-020,RT-00460,14.54,452.8,0,254.78
SHP-00510,20251129,VEND-022,RT-00586,13.21,64.0,0,35.93
SHP-00511,20251129,VEND-014,RT-00859,18.45,194.5,0,130.52
SHP-00512,20251129,VEND-002,RT-01174,17.93,686.5,0,433.83
SHP-00513,20251129,VEND-013,RT-00202,20.93,445.9,0,1130.53
SHP-00514,20251130,VEND-005,RT-00796,2.5,1131.0,2,389.02
SHP-00515,20251130,VEND-023,RT-00722,19.12,771.6,0,1156.79
SHP-00516,20251130,VEND-006,RT-01240,13.33,648.4,0,676.61
SHP-00517,20251201,VEND-006,RT-01138,2.79,967.7,0,407.26
SHP-00518,20251201,VEND-007,RT-01310,17.3,347.4,3,527.62
SHP-00519,20251201,VEND-017,RT-00900,18.2,992.7,0,1525.76
SHP-00520,20251201,VEND-015,RT-00580,13.57,53.5,1,121.48
SHP-00521,20251201,VEND-024,RT-01201,20.05,762.6,0,625.04
SHP-00522,20251201,VEND-011,RT-00316,8.21,1125.0,3,333.07
SHP-00523,20251201,VEND-008,RT-01341,5.85,956.0,0,794.02
SHP-00524,20251201,VEND-002,RT-00657,9.42,1031.7,0,1474.78
SHP-00525,20251202,VEND-001,RT-00153,10.84,506.5,1,746.68
SHP-00526,20251202,VEND-010,RT-00587,17.7,997.9,1,1668.21
SHP-00527,20251202,VEND-024,RT-00594,21.29,683.5,2,2089.26
SHP-00528,20251202,VEND-014,RT-00814,18.3,761.3,0,1251.64
SHP-00529,20251202,VEND-023,RT-01003,5.18,117.8,0,24.87
SHP-00530,20251202,VEND-003,RT-00660,9.79,281.8,0,105.27
SHP-00531,20251202,VEND-003,RT-00388,4.8,683.6,0,447.89
SHP-00532,20251202,VEND-021,RT-01251,17.48,117.6,0,285.1
SHP-00533,20251202,VEND-003,RT-01249,6.96,902.7,0,925.8
SHP-00534,20251202,VEND-002,RT-00306,13.61,1016.1,1,1862.69
SHP-00535,20251203,VEND-011,RT-00724,20.0,1108.4,4,3432.56
SHP-00536,20251203,VEND-024,RT-00548,17.1,167.0,0,386.98
SHP-00537,20251203,VEND-018,RT-00199,8.16,1130.7,3,1426.01
SHP-00538,20251203,VEND-003,RT-01222,8.99,127.8,0,44.8
SHP-00539,20251204,VEND-021,RT-00335,16.68,595.2,0,1413.59
SHP-00540,20251204,VEND-022,RT-01259,14.19,1016.3,0,1877.88
SHP-00541,20251204,VEND-021,RT-00947,3.31,130.9,0,47.38
SHP-00542,20251204,VEND-023,RT-00001,21.98,71.0,0,216.78
SHP-00543,20251204,VEND-006,RT-00767,13.3,78.7,0,100.1
SHP-00544,20251204,VEND-025,RT-00675,12.36,638.0,0,295.49
SHP-00545,20251204,VEND-009,RT-00532,5.76,983.3,1,770.44
SHP-00546,20251205,VEND-021,RT-00106,10.05,196.5,1,196.03
SHP-00547,20251205,VEND-015,RT-00760,8.99,193.3,1,158.69
SHP-00548,20251205,VEND-020,RT-00289,7.5,703.8,1,195.35
SHP-00549,20251205,VEND-016,RT-00086,14.62,319.4,3,708.24
SHP-00550,20251205,VEND-017,RT-01318,12.09,889.7,1,1547.65
SHP-00551,20251205,VEND-016,RT-00052,22.34,1142.1,0,3418.36
SHP-00552,20251205,VEND-020,RT-00628,23.59,930.9,0,1963.01
SHP-00553,20251205,VEND-019,RT-00349,6.27,1058.8,0,963.07
SHP-00554,20251205,VEND-004,RT-00872,3.4,647.5,0,313.61
SHP-00555,20251206,VEND-021,RT-01247,19.85,1007.2,0,2944.55
SHP-00556,20251206,VEND-014,RT-01099,24.88,260.3,0,843.34
SHP-00557,20251206,VEND-009,RT-00789,21.73,128.6,0,430.97
SHP-00558,20251206,VEND-013,RT-00412,1.57,804.3,0,178.54
SHP-00559,20251206,VEND-025,RT-00051,7.03,109.7,0,71.07
SHP-00560,20251206,VEND-022,RT-01221,2.04,1076.4,0,312.93
SHP-00561,20251206,VEND-021,RT-00223,20.7,845.3,0,2334.28
SHP-00562,20251207,VEND-012,RT-01278,14.95,1145.0,0,2482.44
SHP-00563,20251207,VEND-020,RT-00574,13.33,411.0,1,744.28
SHP-00564,20251207,VEND-010,RT-00286,14.31,609.1,1,337.9
SHP-00565,20251207,VEND-018,RT-00355,7.06,902.9,2,931.56
SHP-00566,20251208,VEND-016,RT-00969,15.44,329.2,2,471.7
SHP-00567,20251208,VEND-007,RT-00444,1.74,673.1,2,110.56
SHP-00568,20251208,VEND-007,RT-00745,16.5,808.4,0,1124.95
SHP-00569,20251208,VEND-002,RT-00747,18.63,1175.6,0,1821.01
SHP-00570,20251208,VEND-004,RT-00431,17.15,906.4,0,2173.86
SHP-00571,20251208,VEND-011,RT-00005,8.97,185.9,1,63.89
SHP-00572,20251208,VEND-012,RT-00645,20.83,596.6,0,1966.03
SHP-00573,20251208,VEND-005,RT-00618,18.17,727.1,1,1147.26
SHP-00574,20251208,VEND-011,RT-00378,4.08,218.6,0,130.72
SHP-00575,20251208,VEND-016,RT-00021,5.68,546.8,2,484.39
SHP-00576,20251209,VEND-006,RT-00100,16.29,376.6,2,826.48
SHP-00577,20251209,VEND-009,RT-00498,7.95,186.7,0,52.69
SHP-00578,20251209,VEND-010,RT-00241,3.87,638.8,2,86.12
SHP-00579,20251209,VEND-013,RT-00044,4.72,240.5,0,176.9
SHP-00580,20251210,VEND-010,RT-00624,4.97,729.1,0,465.16
SHP-00581,20251210,VEND-019,RT-01242,12.47,245.2,0,489.74
SHP-00582,20251210,VEND-009,RT-01069,15.58,882.1,3,1119.33
SHP-00583,20251210,VEND-011,RT-01001,5.23,274.5,0,201.56
SHP-00584,20251210,VEND-010,RT-00944,18.1,1080.7,0,2477.63
SHP-00585,20251210,VEND-005,RT-00190,7.74,80.1,0,24.42
SHP-00586,20251210,VEND-018,RT-00268,8.48,650.3,1,223.78
SHP-00587,20251211,VEND-006,RT-00162,6.36,418.1,0,230.22
SHP-00588,20251211,VEND-008,RT-00783,19.84,308.8,0,213.75
SHP-00589,20251211,VEND-020,RT-00093,24.04,592.3,1,1219.65
SHP-00590,20251211,VEND-024,RT-01075,12.82,1018.3,0,1801.19
SHP-00591,20251211,VEND-017,RT-00963,2.01,1102.6,0,326.96
SHP-00592,20251211,VEND-023,RT-01134,7.25,398.7,0,242.1
SHP-00593,20251211,VEND-022,RT-01285,4.79,227.4,0,167.67
SHP-00594,20251211,VEND-013,RT-01011,21.23,878.2,0,1553.5
SHP-00595,20251211,VEND-020,RT-01084,3.04,719.3,0,289.27
SHP-00596,20251212,VEND-009,RT-00317,24.2,281.2,0,967.9
SHP-00597,20251212,VEND-012,RT-00961,15.12,924.3,0,1982.02
SHP-00598,20251212,VEND-014,RT-00692,13.43,646.8,0,320.55
SHP-00599,20251212,VEND-025,RT-00371,21.34,801.4,0,1402.29
SHP-00600,20251212,VEND-022,RT-00615,1.66,463.2,1,106.98
SHP-00601,20251212,VEND-013,RT-00536,19.65,555.0,0,1551.59
SHP-00602,20251212,VEND-017,RT-00489,3.8,257.4,0,137.75
SHP-00603,20251212,VEND-006,RT-00772,21.18,920.0,0,2674.02
SHP-00604,20251212,VEND-021,RT-00082,13.7,230.6,0,461.0
SHP-00605,20251213,VEND-014,RT-00041,2.47,945.0,2,228.39
SHP-00606,20251213,VEND-014,RT-01078,21.0,967.7,3,3070.82
SHP-00607,20251213,VEND-020,RT-00443,1.66,908.6,0,216.69
SHP-00608,20251213,VEND-016,RT-00447,4.32,72.3,1,53.81
SHP-00609,20251213,VEND-002,RT-00866,20.15,364.1,0,1090.67
SHP-00610,20251213,VEND-008,RT-01290,12.16,588.6,0,975.07
SHP-00611,20251214,VEND-005,RT-01071,22.15,734.9,3,595.39
SHP-00612,20251214,VEND-019,RT-01052,16.25,1107.1,3,703.06
SHP-00613,20251214,VEND-001,RT-00393,15.96,481.9,0,665.41
SHP-00614,20251215,VEND-006,RT-00317,8.01,1056.3,0,1160.32
SHP-00615,20251215,VEND-015,RT-01205,4.21,237.9,0,36.63
SHP-00616,20251215,VEND-018,RT-00785,24.07,477.0,0,1027.12
SHP-00617,20251216,VEND-013,RT-00523,3.52,110.1,0,38.0
SHP-00618,20251216,VEND-022,RT-01133,13.7,903.9,0,1042.75
SHP-00619,20251216,VEND-023,RT-00765,7.54,223.3,0,246.07
SHP-00620,20251216,VEND-004,RT-00678,7.34,345.6,0,226.4
SHP-00621,20251216,VEND-024,RT-00733,15.27,941.5,0,1308.68
SHP-00622,20251216,VEND-016,RT-00688,20.15,664.9,0,1165.07
SHP-00623,20251216,VEND-016,RT-00794,19.65,66.1,2,53.79
SHP-00624,20251217,VEND-003,RT-01287,21.85,52.6,0,100.85
SHP-00625,20251217,VEND-016,RT-00372,8.03,637.3,0,700.61
SHP-00626,20251217,VEND-019,RT-00204,12.18,400.7,0,167.65
SHP-00627,20251217,VEND-015,RT-01144,1.22,257.4,0,13.85
SHP-00628,20251217,VEND-003,RT-00345,18.92,755.6,0,543.94
SHP-00629,20251218,VEND-014,RT-00076,8.26,312.7,0,217.09
SHP-00630,20251218,VEND-024,RT-00015,14.48,731.0,0,1409.19
SHP-00631,20251218,VEND-019,RT-00935,5.06,486.2,0,367.34
SHP-00632,20251218,VEND-004,RT-01001,20.67,264.8,0,705.65
SHP-00633,20251219,VEND-024,RT-00434,20.61,208.8,0,171.0
SHP-00634,20251219,VEND-024,RT-00400,22.06,322.4,0,281.16
SHP-00635,20251219,VEND-005,RT-01185,2.1,84.3,0,18.59
SHP-00636,20251219,VEND-021,RT-00813,24.82,404.3,0,797.42
SHP-00637,20251219,VEND-011,RT-00936,6.95,1087.2,2,291.11
SHP-00638,20251219,VEND-015,RT-01127,8.43,1006.1,3,1206.81
SHP-00639,20251219,VEND-012,RT-00078,6.98,477.8,0,128.61
SHP-00640,20251219,VEND-020,RT-00602,7.42,712.2,0,436.04
SHP-00641,20251219,VEND-025,RT-00713,14.26,702.5,0,422.65
SHP-00642,20251220,VEND-020,RT-00798,6.76,1003.0,0,618.7
SHP-00643,20251220,VEND-024,RT-00620,10.45,321.7,0,318.16
SHP-00644,20251220,VEND-024,RT-00237,16.73,390.8,0,993.09
SHP-00645,20251220,VEND-003,RT-00054,21.06,397.1,1,326.99
SHP-00646,20251220,VEND-007,RT-01018,17.63,97.0,0,228.95
SHP-00647,20251220,VEND-019,RT-00819,15.26,411.9,3,876.91
SHP-00648,20251220,VEND-015,RT-00387,4.55,1059.6,0,690.37
SHP-00649,20251220,VEND-002,RT-00425,20.59,1098.8,0,3181.61
SHP-00650,20251220,VEND-003,RT-00480,1.89,176.1,0,53.8
SHP-00651,20251220,VEND-014,RT-00033,7.34,576.8,0,153.53
SHP-00652,20251221,VEND-016,RT-00967,2.37,488.6,0,175.75
SHP-00653,20251221,VEND-005,RT-00487,17.02,612.8,2,1479.19
SHP-00654,20251222,VEND-005,RT-01323,9.84,687.9,0,895.56
SHP-00655,20251222,VEND-004,RT-00055,16.65,73.3,2,177.08
SHP-00656,20251223,VEND-015,RT-00195,9.33,1018.6,3,871.69
SHP-00657,20251223,VEND-001,RT-00852,11.94,1169.7,0,1990.03
SHP-00658,20251223,VEND-015,RT-00433,11.99,801.4,0,1401.3
SHP-00659,20251223,VEND-012,RT-00474,2.09,809.5,0,144.18
SHP-00660,20251223,VEND-012,RT-00865,11.33,657.2,0,625.5
SHP-00661,20251224,VEND-017,RT-00712,16.39,434.4,0,302.33
SHP-00662,20251224,VEND-014,RT-01061,14.11,221.3,0,273.71
SHP-00663,20251224,VEND-019,RT-00526,2.81,721.7,0,290.93
SHP-00664,20251224,VEND-020,RT-00855,17.03,101.7,0,161.49
SHP-00665,20251224,VEND-024,RT-00909,8.41,998.2,0,1144.39
SHP-00666,20251225,VEND-020,RT-00915,1.35,534.0,1,117.01
SHP-00667,20251225,VEND-013,RT-00130,4.73,527.0,0,346.21
SHP-00668,20251226,VEND-013,RT-00595,12.94,426.2,0,427.24
SHP-00669,20251226,VEND-006,RT-00314,8.45,1164.8,0,1372.25
SHP-00670,20251226,VEND-015,RT-00213,17.67,251.2,0,618.12
SHP-00671,20251226,VEND-004,RT-01324,6.78,224.0,3,249.68
SHP-00672,20251226,VEND-024,RT-00117,19.55,240.4,0,193.8
SHP-00673,20251227,VEND-022,RT-00858,7.88,807.3,0,866.87
SHP-00674,20251227,VEND-003,RT-00799,15.9,1190.7,0,2630.99
SHP-00675,20251227,VEND-020,RT-00391,20.18,320.8,0,837.43
SHP-00676,20251227,VEND-003,RT-00974,10.25,1091.5,0,972.49
SHP-00677,20251227,VEND-019,RT-01168,2.12,370.4,0,124.29
SHP-00678,20251228,VEND-003,RT-01286,13.85,795.1,2,1070.33
SHP-00679,20251228,VEND-013,RT-00321,24.89,96.6,2,347.41
SHP-00680,20251228,VEND-017,RT-01164,24.26,620.0,1,2272.34
SHP-00681,20251228,VEND-019,RT-00256,6.3,802.8,0,665.79
SHP-00682,20251229,VEND-011,RT-01043,19.14,666.8,0,1801.24
SHP-00683,20251229,VEND-024,RT-00215,9.28,323.5,0,447.0
SHP-00684,20251229,VEND-020,RT-00792,4.85,1002.8,0,691.41
SHP-00685,20251229,VEND-006,RT-01254,16.98,1165.7,0,1639.5
SHP-00686,20251229,VEND-017,RT-00166,13.02,578.1,1,1104.66
SHP-00687,20251230,VEND-019,RT-00202,13.94,781.3,0,1481.77
SHP-00688,20251230,VEND-009,RT-00407,20.86,959.0,5,3002.71
SHP-00689,20251230,VEND-019,RT-00035,9.08,327.7,0,419.4
SHP-00690,20251230,VEND-023,RT-00261,17.01,1044.1,0,2319.22
SHP-00691,20251230,VEND-021,RT-00531,9.79,372.2,0,516.94
SHP-00692,20251230,VEND-020,RT-00524,2.03,942.2,0,258.12
SHP-00693,20251231,VEND-016,RT-00351,10.07,178.9,1,235.43
SHP-00694,20260102,VEND-007,RT-01103,23.8,381.6,0,829.13
SHP-00695,20260102,VEND-020,RT-01298,12.6,663.7,0,339.9
SHP-00696,20260104,VEND-010,RT-00892,3.6,653.7,0,195.14
SHP-00697,20260104,VEND-014,RT-00568,17.51,1028.0,0,2433.43
SHP-00698,20260104,VEND-008,RT-00991,24.12,1195.5,0,2795.36
SHP-00699,20260104,VEND-008,RT-00562,22.79,173.3,0,594.82
SHP-00700,20260105,VEND-004,RT-00611,14.73,362.1,0,814.14
SHP-00701,20260105,VEND-025,RT-00404,10.03,461.2,0,415.39
SHP-00702,20260105,VEND-004,RT-00973,14.94,600.8,0,1296.66
SHP-00703,20260105,VEND-003,RT-00935,20.58,618.0,0,1873.43
SHP-00704,20260105,VEND-024,RT-00499,21.67,1034.6,0,1747.06
SHP-00705,20260106,VEND-014,RT-00439,20.65,936.1,0,799.99
SHP-00706,20260106,VEND-011,RT-01119,11.93,71.7,0,130.77
SHP-00707,20260106,VEND-019,RT-00656,3.85,573.3,0,299.23
SHP-00708,20260107,VEND-010,RT-00310,14.66,760.8,0,1536.35
SHP-00709,20260107,VEND-004,RT-00278,4.75,579.5,3,235.63
SHP-00710,20260108,VEND-019,RT-00420,2.46,200.2,2,77.19
SHP-00711,20260108,VEND-005,RT-00120,12.97,507.1,0,984.82
SHP-00712,20260109,VEND-014,RT-01293,16.73,523.4,0,1244.99
SHP-00713,20260109,VEND-024,RT-00259,21.5,265.9,0,427.95
SHP-00714,20260109,VEND-024,RT-01038,19.79,919.8,0,1549.78
SHP-00715,20260109,VEND-010,RT-00183,21.57,419.6,0,1417.73
SHP-00716,20260109,VEND-020,RT-00394,19.24,727.3,0,1228.1
SHP-00717,20260110,VEND-016,RT-00064,17.88,643.1,1,1766.29
SHP-00718,20260111,VEND-012,RT-00520,1.24,1059.0,0,115.86
SHP-00719,20260111,VEND-004,RT-00099,16.03,190.3,0,403.62
SHP-00720,20260111,VEND-010,RT-00801,3.89,181.4,2,117.97
SHP-00721,20260111,VEND-017,RT-00482,2.41,395.4,0,130.11
SHP-00722,20260112,VEND-025,RT-00484,4.75,545.9,0,214.79
SHP-00723,20260113,VEND-001,RT-00198,20.76,393.3,3,692.88
SHP-00724,20260113,VEND-018,RT-00065,18.85,927.7,1,622.66
SHP-00725,20260114,VEND-022,RT-01023,23.77,332.1,2,1182.72
SHP-00726,20260114,VEND-024,RT-00829,24.5,147.5,0,572.43
SHP-00727,20260114,VEND-011,RT-01204,22.44,525.9,0,1753.33
SHP-00728,20260115,VEND-003,RT-00742,4.19,939.4,0,569.92
SHP-00729,20260115,VEND-007,RT-01100,22.08,1028.1,0,3146.7
SHP-00730,20260115,VEND-022,RT-00148,21.13,893.3,4,765.88
SHP-00731,20260115,VEND-022,RT-00942,21.91,691.6,2,563.13
SHP-00732,20260116,VEND-016,RT-00422,4.64,882.8,2,392.3
SHP-00733,20260116,VEND-004,RT-00348,3.8,833.6,1,430.81
SHP-00734,20260116,VEND-004,RT-00037,23.17,319.5,0,1087.13
SHP-00735,20260117,VEND-012,RT-00485,5.17,683.4,0,479.15
SHP-00736,20260117,VEND-015,RT-00063,9.85,936.2,0,1184.54
SHP-00737,20260117,VEND-001,RT-00883,11.94,414.7,0,182.11
SHP-00738,20260118,VEND-018,RT-00151,3.99,802.1,1,273.44
SHP-00739,20260118,VEND-014,RT-00251,1.5,603.7,0,125.11
SHP-00740,20260118,VEND-001,RT-00782,24.86,628.6,0,2132.98
SHP-00741,20260118,VEND-003,RT-00889,22.04,153.6,0,283.24
