Shipment_ID,Date_ID,Vendor_ID,Route_ID,Weight_tons,Distance_km,Actual_Delay_Days,CO2_Emission_kg,Delay_Risk_Probability,Risk_Level
SHP-00265,20251012,VEND-007,RT-299179e4df,4.58,295.5,1,130.36,0.43,Medium Risk
SHP-00266,20251012,VEND-017,RT-0dbedfa903,23.31,389.8,0,1320.85,0.21,Medium Risk
SHP-00267,20251012,VEND-019,RT-c23f8637a0,9.73,1248.1,0,1624.72,0.07,Low Risk
SHP-00268,20251012,VEND-019,RT-e3accadd58,3.43,1087.7,2,156.5,0.07,Low Risk
SHP-00269,20251012,VEND-024,RT-30c5264d00,5.19,1067.7,0,443.46,0.05,Low Risk
SHP-00270,20251012,VEND-020,RT-b52f4608e8,23.39,591.2,0,1169.87,0.06,Low Risk
SHP-00271,20251012,VEND-009,RT-673c738a9f,6.93,761.7,3,470.23,0.36,Medium Risk
SHP-00272,20251012,VEND-003,RT-a1ccd306c3,16.89,291.7,3,753.0,0.46,Medium Risk
SHP-00273,20251012,VEND-016,RT-fba346acb9,4.75,880.5,2,629.87,0.37,Medium Risk
SHP-00274,20251012,VEND-023,RT-cb24d21aa4,5.66,417.2,0,85.48,0.07,Low Risk
SHP-00275,20251012,VEND-025,RT-765a1f98e8,22.1,883.9,0,2801.26,0.05,Low Risk
SHP-00276,20251013,VEND-006,RT-38c7c35013,4.55,650.2,2,408.39,0.02,Low Risk
SHP-00277,20251013,VEND-006,RT-b8695a6952,1.45,538.1,0,77.96,0.4,Medium Risk
SHP-00278,20251013,VEND-001,RT-f6af902889,13.03,486.3,0,850.36,0.13,Low Risk
SHP-00279,20251013,VEND-004,RT-92f0924ea3,21.71,1265.3,0,3830.6,0.26,Medium Risk
SHP-00280,20251014,VEND-014,RT-1e0fd2d51e,8.82,481.9,0,150.58,0.26,Medium Risk
SHP-00281,20251014,VEND-014,RT-eee783d6d0,4.08,1541.1,0,854.49,0.09,Low Risk
SHP-00282,20251014,VEND-010,RT-daf69b2466,24.57,1167.0,0,1120.4,0.28,Medium Risk
SHP-00283,20251014,VEND-008,RT-e5b3697359,17.24,902.9,0,1930.58,0.05,Low Risk
SHP-00284,20251014,VEND-021,RT-e78c22349d,21.42,145.5,0,116.34,0.07,Low Risk
SHP-00285,20251014,VEND-012,RT-00b10c8d89,19.05,319.6,0,820.81,0.15,Low Risk
SHP-00286,20251014,VEND-021,RT-6d84f4d3ee,17.76,998.4,0,2290.08,0.05,Low Risk
SHP-00287,20251016,VEND-025,RT-298ebc312c,10.23,836.0,0,1108.24,0.05,Low Risk
SHP-00288,20251016,VEND-008,RT-298ebc312c,8.78,874.9,0,983.78,0.07,Low Risk
SHP-00289,20251016,VEND-006,RT-5529556968,18.21,898.8,0,2357.24,0.07,Low Risk
SHP-00290,20251016,VEND-024,RT-7b80259460,18.2,917.6,1,1301.81,0.07,Low Risk
SHP-00291,20251016,VEND-016,RT-7fec055bf1,23.81,238.5,2,214.66,0.41,Medium Risk
SHP-00292,20251017,VEND-008,RT-f648e285c8,14.65,1561.7,0,3085.39,0.14,Low Risk
SHP-00293,20251017,VEND-016,RT-7d6c136b9e,8.07,556.9,0,658.25,0.55,High Risk
SHP-00294,20251017,VEND-013,RT-082c5bcfb4,12.75,109.4,0,197.28,0.25,Medium Risk
SHP-00295,20251017,VEND-023,RT-4063e2d975,15.73,1024.5,0,2278.5,0.05,Low Risk
SHP-00296,20251017,VEND-007,RT-08bbcba784,11.24,522.6,0,515.53,0.47,Medium Risk
SHP-00297,20251017,VEND-025,RT-911a576e56,19.99,729.6,0,2021.52,0.05,Low Risk
SHP-00298,20251018,VEND-024,RT-b027b25d26,15.03,670.3,0,862.03,0.05,Low Risk
SHP-00299,20251018,VEND-005,RT-6f32138420,1.23,230.1,1,27.67,0.55,High Risk
SHP-00300,20251018,VEND-005,RT-200ca365b4,14.68,690.8,1,409.16,0.3,Medium Risk
SHP-00301,20251018,VEND-014,RT-3b5f662070,16.21,1064.0,0,2410.04,0.05,Low Risk
SHP-00302,20251018,VEND-002,RT-da8efc088a,22.97,790.0,0,628.29,0.2,Medium Risk
SHP-00303,20251018,VEND-008,RT-f1b2c6a5fd,10.93,639.8,0,1014.42,0.16,Low Risk
SHP-00304,20251018,VEND-011,RT-578e1a1a8a,14.79,108.2,0,134.12,0.05,Low Risk
SHP-00305,20251019,VEND-025,RT-e859343410,12.4,683.8,0,1060.93,0.05,Low Risk
SHP-00306,20251019,VEND-025,RT-64dd88e14d,13.76,465.3,1,894.19,0.47,Medium Risk
SHP-00307,20251019,VEND-004,RT-e58ff4c7fd,2.62,467.3,0,185.61,0.43,Medium Risk
SHP-00308,20251019,VEND-023,RT-eb8c396c2a,22.53,446.0,0,927.69,0.27,Medium Risk
SHP-00309,20251019,VEND-003,RT-09250346c3,22.85,615.9,0,2034.56,0.14,Low Risk
SHP-00310,20251020,VEND-019,RT-9ce5012396,14.15,1254.7,0,2483.26,0.05,Low Risk
SHP-00311,20251021,VEND-022,RT-2f6b817994,14.36,467.1,0,855.65,0.21,Medium Risk
SHP-00312,20251021,VEND-023,RT-57c659a6cf,2.38,446.1,0,153.09,0.23,Medium Risk
SHP-00313,20251021,VEND-006,RT-f45d4baebf,15.35,615.5,0,874.42,0.09,Low Risk
SHP-00314,20251021,VEND-023,RT-f23b7e67a8,11.3,1194.3,0,1163.45,0.23,Medium Risk
SHP-00315,20251021,VEND-003,RT-59aa696475,18.02,1249.0,0,1842.76,0.05,Low Risk
SHP-00316,20251021,VEND-013,RT-d72f56085a,2.13,220.2,0,42.0,0.41,Medium Risk
SHP-00317,20251021,VEND-012,RT-31a3615c8c,18.06,943.9,0,2243.49,0.05,Low Risk
SHP-00318,20251021,VEND-008,RT-a3dc471daa,7.89,1008.2,2,1177.52,0.07,Low Risk
SHP-00319,20251021,VEND-001,RT-927815eb9e,16.64,614.6,2,383.18,0.07,Low Risk
SHP-00320,20251022,VEND-020,RT-a9ac65e95d,16.05,230.2,0,134.82,0.19,Low Risk
SHP-00321,20251022,VEND-009,RT-94dd13939f,6.44,291.3,3,261.48,0.55,High Risk
SHP-00322,20251022,VEND-017,RT-c4d60f90d3,11.57,611.5,0,593.8,0.38,Medium Risk
SHP-00323,20251023,VEND-011,RT-4ddb59d9c9,21.06,425.2,2,1186.28,0.14,Low Risk
SHP-00324,20251023,VEND-010,RT-c51ec59778,15.53,1105.3,0,2330.11,0.09,Low Risk
SHP-00325,20251023,VEND-023,RT-f4ebd33744,2.65,536.8,0,191.1,0.29,Medium Risk
SHP-00326,20251023,VEND-003,RT-2694cfda51,11.63,680.3,0,644.97,0.05,Low Risk
SHP-00327,20251024,VEND-019,RT-d1251d39ee,8.48,1174.4,0,1416.16,0.1,Low Risk
SHP-00328,20251024,VEND-019,RT-93086330aa,16.4,1184.5,0,2497.32,0.05,Low Risk
SHP-00329,20251024,VEND-010,RT-3d9e2518f3,15.75,348.3,1,190.69,0.25,Medium Risk
SHP-00330,20251024,VEND-007,RT-ae2548f59b,1.25,432.5,0,45.98,0.17,Low Risk
SHP-00331,20251024,VEND-001,RT-495011deda,15.58,1420.5,0,2775.33,0.07,Low Risk
SHP-00332,20251024,VEND-024,RT-e8e57049c7,18.64,642.2,1,421.68,0.05,Low Risk
SHP-00333,20251024,VEND-024,RT-d381730c6f,19.45,122.8,0,360.88,0.27,Medium Risk
SHP-00334,20251025,VEND-007,RT-7b3e58cb85,2.42,327.7,0,63.77,0.07,Low Risk
SHP-00335,20251025,VEND-001,RT-8f3aa30891,8.29,1242.1,0,1401.24,0.13,Low Risk
SHP-00336,20251025,VEND-004,RT-6e8bae5933,11.11,865.2,0,1373.34,0.12,Low Risk
SHP-00337,20251025,VEND-002,RT-448d079a8d,5.31,920.9,0,172.71,0.11,Low Risk
SHP-00338,20251026,VEND-021,RT-2361a8614d,11.1,1020.2,0,1597.98,0.05,Low Risk
SHP-00339,20251027,VEND-023,RT-5a17f43549,2.71,335.3,0,37.14,0.22,Medium Risk
SHP-00340,20251027,VEND-004,RT-b31793d571,3.72,446.4,0,154.53,0.37,Medium Risk
SHP-00341,20251027,VEND-019,RT-d832b0ea88,17.05,1012.7,0,2283.42,0.05,Low Risk
SHP-00342,20251027,VEND-005,RT-e430dae6dc,7.3,137.0,2,143.82,0.55,High Risk
SHP-00343,20251027,VEND-010,RT-5b5b6cb052,18.07,890.9,0,2288.42,0.06,Low Risk
SHP-00344,20251027,VEND-015,RT-4063ffcc66,2.15,868.8,0,264.5,0.18,Low Risk
SHP-00345,20251027,VEND-018,RT-09895f6f22,14.5,752.8,0,382.4,0.2,Medium Risk
SHP-00346,20251028,VEND-022,RT-7dd3cb1a7f,10.39,105.0,0,91.87,0.05,Low Risk
SHP-00347,20251028,VEND-002,RT-d1d7faed2e,20.13,1429.7,0,3961.42,0.4,Medium Risk
SHP-00348,20251028,VEND-005,RT-3cf427cc54,19.81,909.8,0,618.38,0.21,Medium Risk
SHP-00349,20251028,VEND-008,RT-0c2281eb9c,10.01,624.7,0,905.42,0.07,Low Risk
SHP-00350,20251029,VEND-008,RT-1d0160c785,15.95,335.0,0,460.05,0.06,Low Risk
SHP-00351,20251029,VEND-025,RT-48c7e0ec73,6.46,1056.7,0,1017.36,0.09,Low Risk
SHP-00352,20251030,VEND-020,RT-5d4ad86c92,14.93,292.1,0,618.46,0.3,Medium Risk
SHP-00353,20251030,VEND-009,RT-b48460620d,2.95,641.2,0,157.69,0.2,Medium Risk
SHP-00354,20251030,VEND-025,RT-90a593ca88,11.43,907.1,0,1400.23,0.05,Low Risk
SHP-00355,20251030,VEND-013,RT-ee2d1d9d91,5.39,433.1,0,312.08,0.07,Low Risk
SHP-00356,20251031,VEND-013,RT-e430dae6dc,22.2,133.6,0,426.98,0.07,Low Risk
SHP-00357,20251031,VEND-011,RT-7fec055bf1,11.68,229.7,0,107.37,0.35,Medium Risk
SHP-00358,20251031,VEND-004,RT-288aea4ba9,15.18,644.5,0,391.48,0.2,Medium Risk
SHP-00359,20251101,VEND-024,RT-78c1235c6b,9.65,998.9,0,875.07,0.05,Low Risk
SHP-00360,20251101,VEND-001,RT-b21569e990,7.93,927.9,0,964.42,0.05,Low Risk
SHP-00361,20251101,VEND-005,RT-26af5ffb2c,5.87,438.1,0,201.65,0.24,Medium Risk
SHP-00362,20251101,VEND-006,RT-ef2d5d6a9c,22.88,880.2,0,2496.52,0.03,Low Risk
SHP-00363,20251101,VEND-007,RT-32796f3c4b,20.19,1364.5,0,2645.39,0.26,Medium Risk
SHP-00364,20251101,VEND-004,RT-1a46953f07,4.2,230.0,0,136.21,0.13,Low Risk
SHP-00365,20251101,VEND-001,RT-41e5434825,18.92,234.1,0,373.76,0.09,Low Risk
SHP-00366,20251102,VEND-017,RT-fb23ffdb08,11.04,492.4,0,435.43,0.41,Medium Risk
SHP-00367,20251102,VEND-025,RT-6018e86fbd,1.37,479.4,2,60.41,0.43,Medium Risk
SHP-00368,20251102,VEND-004,RT-e2d512a375,13.68,721.5,0,829.93,0.05,Low Risk
SHP-00369,20251102,VEND-008,RT-93186a5ffe,4.12,981.2,0,584.94,0.05,Low Risk
SHP-00370,20251102,VEND-013,RT-48c011b052,6.04,651.2,0,321.27,0.05,Low Risk
SHP-00371,20251102,VEND-024,RT-5a2279e555,17.7,791.1,0,2051.2,0.07,Low Risk
SHP-00372,20251102,VEND-018,RT-d3aff645cd,7.17,617.6,2,639.64,0.55,High Risk
SHP-00373,20251102,VEND-020,RT-c38b6e328d,22.41,1396.2,0,2855.57,0.26,Medium Risk
SHP-00374,20251102,VEND-015,RT-af9ef053a6,16.77,447.6,2,1168.87,0.59,High Risk
SHP-00375,20251102,VEND-011,RT-6ea008aee5,20.97,1528.8,3,4147.78,0.08,Low Risk
SHP-00376,20251102,VEND-005,RT-143309d19e,15.76,1106.8,0,1637.38,0.55,High Risk
SHP-00377,20251103,VEND-022,RT-a751dc76fc,21.85,522.8,0,1547.91,0.22,Medium Risk
SHP-00378,20251103,VEND-021,RT-24fbeba960,9.68,303.6,0,448.1,0.59,High Risk
SHP-00379,20251103,VEND-001,RT-ee1ccbb2ce,14.18,754.2,0,1494.67,0.06,Low Risk
SHP-00380,20251103,VEND-018,RT-4c787b2745,13.38,1282.7,3,2350.54,0.59,High Risk
SHP-00381,20251103,VEND-003,RT-0b46226bdb,22.69,1069.6,0,892.09,0.07,Low Risk
SHP-00382,20251103,VEND-019,RT-f929b0af6c,4.96,930.8,1,649.75,0.07,Low Risk
SHP-00383,20251103,VEND-021,RT-48836ae32b,14.87,668.2,0,386.69,0.14,Low Risk
SHP-00384,20251104,VEND-004,RT-66aa413a4d,19.11,1447.6,0,3722.69,0.07,Low Risk
SHP-00385,20251104,VEND-011,RT-da899f0248,9.88,1103.4,0,411.81,0.07,Low Risk
SHP-00386,20251104,VEND-004,RT-2a8fcef238,21.82,343.9,3,1072.76,0.21,Medium Risk
SHP-00387,20251104,VEND-015,RT-621ac10396,9.95,524.0,1,457.31,0.45,Medium Risk
SHP-00388,20251104,VEND-024,RT-c19b0edc3f,5.16,938.9,0,696.81,0.07,Low Risk
SHP-00389,20251104,VEND-003,RT-b601de6684,15.02,1347.9,0,2623.26,0.07,Low Risk
SHP-00390,20251104,VEND-010,RT-0570b07670,11.09,927.6,0,376.1,0.13,Low Risk
SHP-00391,20251104,VEND-025,RT-865f9275c2,1.36,231.1,0,30.31,0.19,Low Risk
SHP-00392,20251104,VEND-008,RT-ec7d659287,2.68,530.5,0,55.97,0.35,Medium Risk
SHP-00393,20251105,VEND-004,RT-b4df01e127,5.69,1251.3,0,982.62,0.06,Low Risk
SHP-00394,20251105,VEND-013,RT-b6ee3a284b,19.46,717.3,0,1705.56,0.05,Low Risk
SHP-00395,20251105,VEND-013,RT-a6f68a12d3,22.41,165.5,0,325.97,0.05,Low Risk
SHP-00396,20251105,VEND-017,RT-9276e499ce,14.1,858.7,0,1750.83,0.12,Low Risk
SHP-00397,20251106,VEND-008,RT-8f1b04e40c,3.53,1428.0,0,715.35,0.07,Low Risk
SHP-00398,20251106,VEND-024,RT-b4a7d63a62,13.83,580.7,0,638.03,0.05,Low Risk
SHP-00399,20251106,VEND-014,RT-25968a78de,21.53,1586.6,0,4764.98,0.07,Low Risk
SHP-00400,20251106,VEND-008,RT-09684721d6,18.99,1189.5,0,3050.37,0.05,Low Risk
SHP-00401,20251106,VEND-025,RT-1fc3113bd7,7.99,398.8,0,463.33,0.59,High Risk
SHP-00402,20251106,VEND-024,RT-e44c9e2395,3.97,647.9,0,204.7,0.05,Low Risk
SHP-00403,20251106,VEND-013,RT-a3674bf7f2,22.62,714.4,0,2339.18,0.05,Low Risk
SHP-00404,20251107,VEND-001,RT-ce79123171,21.5,471.0,0,363.51,0.29,Medium Risk
SHP-00405,20251107,VEND-015,RT-da7930aa34,2.29,577.9,0,206.69,0.3,Medium Risk
SHP-00406,20251107,VEND-014,RT-14155fe15d,20.77,1029.8,0,2867.87,0.05,Low Risk
SHP-00407,20251107,VEND-004,RT-714f62ddad,3.33,155.3,0,86.8,0.59,High Risk
SHP-00408,20251107,VEND-016,RT-f6635ac2b4,2.52,211.0,0,22.15,0.3,Medium Risk
SHP-00409,20251107,VEND-022,RT-8ea2b189cc,19.21,930.6,3,2426.49,0.06,Low Risk
SHP-00410,20251108,VEND-003,RT-b0306f7232,13.87,289.7,0,326.99,0.07,Low Risk
SHP-00411,20251108,VEND-019,RT-165deb2992,10.95,329.3,0,493.05,0.07,Low Risk
SHP-00412,20251108,VEND-004,RT-919f1cef03,22.69,1527.3,3,4952.21,0.17,Low Risk
SHP-00413,20251109,VEND-019,RT-884b96d597,21.14,526.4,0,1454.93,0.05,Low Risk
SHP-00414,20251109,VEND-011,RT-3f6927c802,2.38,911.5,3,189.08,0.07,Low Risk
SHP-00415,20251109,VEND-001,RT-168cf450e7,15.79,725.1,0,446.54,0.07,Low Risk
SHP-00416,20251109,VEND-025,RT-b86365d1b4,19.53,701.6,0,1782.64,0.05,Low Risk
SHP-00417,20251110,VEND-005,RT-55c1703999,14.21,845.0,0,429.39,0.41,Medium Risk
SHP-00418,20251110,VEND-015,RT-f471c1e46a,24.59,527.6,0,1727.29,0.34,Medium Risk
SHP-00419,20251110,VEND-005,RT-e6c77dd7a0,17.47,949.9,2,639.79,0.44,Medium Risk
SHP-00420,20251110,VEND-024,RT-72a5e9d97d,3.5,1065.8,0,520.19,0.06,Low Risk
SHP-00421,20251111,VEND-019,RT-182deaa221,5.76,325.7,0,167.36,0.05,Low Risk
SHP-00422,20251111,VEND-021,RT-5b84fa1217,20.83,860.8,0,2496.38,0.05,Low Risk
SHP-00423,20251111,VEND-011,RT-b79d63624f,24.92,316.4,0,286.55,0.29,Medium Risk
SHP-00424,20251111,VEND-012,RT-1287cf3233,3.36,939.0,0,446.55,0.07,Low Risk
SHP-00425,20251112,VEND-016,RT-7bccf9bf80,3.41,1245.8,2,167.09,0.21,Medium Risk
SHP-00426,20251112,VEND-020,RT-5586357c58,19.32,559.3,0,426.33,0.13,Low Risk
SHP-00427,20251112,VEND-022,RT-1077708bdb,2.54,275.2,2,67.3,0.35,Medium Risk
SHP-00428,20251112,VEND-001,RT-27abb533a0,2.65,662.5,0,65.34,0.07,Low Risk
SHP-00429,20251113,VEND-017,RT-162f069f86,22.33,154.9,0,486.65,0.19,Low Risk
SHP-00430,20251113,VEND-003,RT-c51ec59778,20.21,1094.1,0,2887.04,0.05,Low Risk
SHP-00431,20251113,VEND-008,RT-30b0b6cecc,22.16,1103.3,0,3588.42,0.05,Low Risk
SHP-00432,20251113,VEND-021,RT-6d7892549a,16.61,331.7,0,781.5,0.42,Medium Risk
SHP-00433,20251114,VEND-007,RT-1380c84732,8.74,324.2,0,250.58,0.14,Low Risk
SHP-00434,20251114,VEND-020,RT-30241fcb24,22.75,613.6,0,488.36,0.17,Low Risk
SHP-00435,20251114,VEND-012,RT-fc92b96916,8.17,200.2,0,154.49,0.28,Medium Risk
SHP-00436,20251114,VEND-006,RT-4c9c770335,7.61,681.9,0,182.58,0.05,Low Risk
SHP-00437,20251114,VEND-009,RT-0c07546974,22.27,1009.1,0,861.53,0.24,Medium Risk
SHP-00438,20251114,VEND-014,RT-7cb763ac9f,17.34,421.6,0,887.18,0.05,Low Risk
SHP-00439,20251115,VEND-020,RT-8ef60ed1ab,22.5,1112.8,2,3444.78,0.05,Low Risk
SHP-00440,20251115,VEND-016,RT-ae2cae25af,4.74,490.0,1,216.19,0.46,Medium Risk
SHP-00441,20251115,VEND-024,RT-bee03b2a93,23.86,279.8,0,523.5,0.05,Low Risk
SHP-00442,20251115,VEND-022,RT-b20f1b84cb,15.71,1048.8,0,2460.36,0.22,Medium Risk
SHP-00443,20251116,VEND-019,RT-4057ed38bd,17.03,628.4,2,874.63,0.05,Low Risk
SHP-00444,20251116,VEND-016,RT-e9859c6556,22.94,447.7,0,821.73,0.26,Medium Risk
SHP-00445,20251116,VEND-008,RT-00eb69bc12,10.14,1600.7,0,2442.06,0.14,Low Risk
SHP-00446,20251117,VEND-011,RT-f3c4bb246e,18.27,552.9,0,365.3,0.16,Low Risk
SHP-00447,20251117,VEND-003,RT-d96e12aa95,16.37,1024.0,0,586.16,0.29,Medium Risk
SHP-00448,20251117,VEND-010,RT-4875286f56,19.91,844.2,0,2148.97,0.05,Low Risk
SHP-00449,20251117,VEND-024,RT-fc8955a1b5,22.53,1194.3,0,3697.04,0.05,Low Risk
SHP-00450,20251118,VEND-011,RT-40725a087a,17.32,455.7,1,1028.62,0.24,Medium Risk
SHP-00451,20251118,VEND-003,RT-6aceb6cbd3,2.62,744.6,0,188.44,0.07,Low Risk
SHP-00452,20251119,VEND-017,RT-5bc709dbc8,5.4,1610.7,1,1136.0,0.3,Medium Risk
SHP-00453,20251119,VEND-025,RT-5b8e3be951,23.9,217.8,0,201.67,0.14,Low Risk
SHP-00454,20251119,VEND-022,RT-2ad3e6cc27,24.25,996.4,0,3108.3,0.07,Low Risk
SHP-00455,20251119,VEND-007,RT-eeca7b929a,24.22,1284.1,0,4513.24,0.29,Medium Risk
SHP-00456,20251119,VEND-012,RT-24da1972f6,1.88,685.3,0,54.41,0.07,Low Risk
SHP-00457,20251119,VEND-014,RT-e0dcd05d88,10.18,421.5,0,664.05,0.44,Medium Risk
SHP-00458,20251120,VEND-007,RT-7005c62361,19.23,957.1,0,2826.99,0.07,Low Risk
SHP-00459,20251120,VEND-007,RT-98b28d90bc,19.07,957.2,1,2432.41,0.05,Low Risk
SHP-00460,20251120,VEND-006,RT-e66cc20ca5,3.06,1396.7,0,586.06,0.05,Low Risk
SHP-00461,20251120,VEND-025,RT-b6ee3a284b,15.63,717.4,0,1356.66,0.05,Low Risk
SHP-00462,20251120,VEND-019,RT-33ee3b1c8e,4.43,1188.2,0,779.75,0.09,Low Risk
SHP-00463,20251120,VEND-022,RT-eaa2110f44,12.84,1550.2,3,2871.42,0.27,Medium Risk
SHP-00464,20251120,VEND-021,RT-ed5f0cdf63,6.75,671.6,0,176.19,0.07,Low Risk
SHP-00465,20251120,VEND-024,RT-401113b561,2.28,826.8,0,277.65,0.15,Low Risk
SHP-00466,20251120,VEND-003,RT-e7113be5ff,2.92,581.4,0,174.57,0.32,Medium Risk
SHP-00467,20251121,VEND-023,RT-75eda63a55,22.86,1594.5,1,5161.04,0.47,Medium Risk
SHP-00468,20251121,VEND-002,RT-0d98303018,18.87,832.5,0,1270.67,0.05,Low Risk
SHP-00469,20251121,VEND-012,RT-fd72c692ec,23.36,709.7,0,573.58,0.15,Low Risk
SHP-00470,20251121,VEND-015,RT-9975c42434,12.28,754.1,1,1206.17,0.07,Low Risk
SHP-00471,20251121,VEND-009,RT-98cabc7d81,10.92,917.3,1,853.21,0.59,High Risk
SHP-00472,20251122,VEND-004,RT-342526fb47,9.6,1216.0,1,1013.36,0.16,Low Risk
SHP-00473,20251122,VEND-005,RT-2c4e447f91,15.79,567.9,1,321.12,0.25,Medium Risk
SHP-00474,20251122,VEND-021,RT-20ca401bb0,9.44,1158.8,2,1600.14,0.25,Medium Risk
SHP-00475,20251122,VEND-008,RT-60ae8fe715,18.91,789.8,0,1946.17,0.05,Low Risk
SHP-00476,20251122,VEND-008,RT-8ea2b189cc,20.23,965.9,0,2551.26,0.05,Low Risk
SHP-00477,20251122,VEND-024,RT-3d84993111,22.02,411.1,0,354.12,0.09,Low Risk
SHP-00478,20251122,VEND-004,RT-6782d75576,6.83,422.8,0,106.99,0.29,Medium Risk
SHP-00479,20251122,VEND-023,RT-d2ec91bee4,13.65,622.9,0,1153.23,0.07,Low Risk
SHP-00480,20251122,VEND-024,RT-025e68d81d,6.36,1510.7,0,1253.1,0.16,Low Risk
SHP-00481,20251123,VEND-015,RT-c4193fad1d,1.9,1106.2,0,279.06,0.23,Medium Risk
SHP-00482,20251123,VEND-005,RT-7254e70880,17.99,421.4,3,1175.0,0.61,High Risk
SHP-00483,20251124,VEND-004,RT-15926d52e4,14.18,118.4,0,246.04,0.55,High Risk
SHP-00484,20251124,VEND-008,RT-91bc5d65f0,18.37,45.3,0,76.98,0.16,Low Risk
SHP-00485,20251124,VEND-015,RT-1466384e78,3.1,327.6,0,148.98,0.43,Medium Risk
SHP-00486,20251124,VEND-004,RT-388db6a97e,24.89,229.3,0,789.9,0.22,Medium Risk
SHP-00487,20251124,VEND-012,RT-dbfd0d14af,24.86,567.5,3,2206.52,0.28,Medium Risk
SHP-00488,20251124,VEND-003,RT-d1d4109bb2,12.16,414.9,0,421.23,0.07,Low Risk
SHP-00489,20251125,VEND-014,RT-0594fb5ec7,21.79,1379.1,0,4649.68,0.3,Medium Risk
SHP-00490,20251125,VEND-001,RT-a11e859dbd,6.85,674.5,0,164.84,0.26,Medium Risk
SHP-00491,20251125,VEND-018,RT-7f5f669897,18.7,337.4,1,531.29,0.29,Medium Risk
SHP-00492,20251125,VEND-002,RT-83d40a741f,22.1,655.0,2,1351.51,0.11,Low Risk
SHP-00493,20251125,VEND-005,RT-8b648d0310,20.55,1093.9,2,884.94,0.23,Medium Risk
SHP-00494,20251125,VEND-005,RT-5d3aa69421,20.48,640.3,0,491.81,0.2,Medium Risk
SHP-00495,20251125,VEND-021,RT-d5a4f15f39,12.11,655.3,0,1050.91,0.05,Low Risk
SHP-00496,20251126,VEND-002,RT-96024a82c2,20.68,853.3,0,2317.69,0.06,Low Risk
SHP-00497,20251126,VEND-011,RT-fd7cf4ed42,17.58,601.8,3,1675.19,0.5,High Risk
SHP-00498,20251126,VEND-015,RT-ea1a3bcb3d,4.18,823.3,1,319.47,0.05,Low Risk
SHP-00499,20251126,VEND-013,RT-d1251d39ee,3.74,1150.7,0,592.72,0.17,Low Risk
SHP-00500,20251126,VEND-018,RT-65d550230c,19.53,378.3,0,959.01,0.3,Medium Risk
SHP-00501,20251126,VEND-021,RT-9af1d4c580,16.01,1053.4,1,2281.54,0.07,Low Risk
SHP-00502,20251126,VEND-010,RT-f5eedadaa2,13.47,904.4,0,425.94,0.05,Low Risk
SHP-00503,20251127,VEND-021,RT-5c9b8c3719,22.77,853.0,2,673.04,0.06,Low Risk
SHP-00504,20251127,VEND-008,RT-1a48a65caa,16.83,1401.4,0,3568.13,0.17,Low Risk
SHP-00505,20251128,VEND-025,RT-1161fefa33,10.51,1007.9,0,1465.14,0.16,Low Risk
SHP-00506,20251129,VEND-013,RT-07086fbdab,10.93,778.3,0,1188.39,0.24,Medium Risk
SHP-00507,20251129,VEND-019,RT-e4a8e0a9cd,15.53,406.5,0,239.19,0.16,Low Risk
SHP-00508,20251129,VEND-022,RT-946c0ba65f,19.25,660.5,0,1788.82,0.24,Medium Risk
SHP-00509,20251129,VEND-020,RT-6d51591ec6,14.54,1512.0,0,2950.69,0.3,Medium Risk
SHP-00510,20251129,VEND-022,RT-0c07546974,13.21,1007.0,0,525.48,0.42,Medium Risk
SHP-00511,20251129,VEND-014,RT-d3f3c31ab3,18.45,426.8,0,1153.34,0.18,Low Risk
SHP-00512,20251129,VEND-002,RT-0827f340b7,17.93,558.9,0,855.84,0.16,Low Risk
SHP-00513,20251129,VEND-013,RT-c5b0b85bd5,20.93,846.4,0,2287.59,0.01,Low Risk
SHP-00514,20251130,VEND-005,RT-52a1232d6a,2.5,364.8,1,75.37,0.38,Medium Risk
SHP-00515,20251130,VEND-023,RT-5774d6794f,19.12,919.7,0,2202.99,0.05,Low Risk
SHP-00516,20251130,VEND-006,RT-b9a7875ac2,13.33,1129.8,0,2047.76,0.02,Low Risk
SHP-00517,20251201,VEND-006,RT-7dd0bc488c,2.79,940.2,0,237.69,0.18,Low Risk
SHP-00518,20251201,VEND-007,RT-cc395e014e,17.3,292.9,0,733.42,0.18,Low Risk
SHP-00519,20251201,VEND-017,RT-fcca733d04,18.2,298.6,0,486.74,0.36,Medium Risk
SHP-00520,20251201,VEND-015,RT-cb7d314376,13.57,794.7,0,1493.56,0.38,Medium Risk
SHP-00521,20251201,VEND-024,RT-d061b9118c,20.05,636.7,0,1968.13,0.17,Low Risk
SHP-00522,20251201,VEND-011,RT-933c651260,8.21,468.6,0,531.84,0.46,Medium Risk
SHP-00523,20251201,VEND-008,RT-beb7bf8fb1,5.85,568.3,0,131.07,0.14,Low Risk
SHP-00524,20251201,VEND-002,RT-45138195c0,9.42,424.7,4,371.29,0.74,High Risk
SHP-00525,20251202,VEND-001,RT-0568858818,10.84,486.1,1,686.72,0.13,Low Risk
SHP-00526,20251202,VEND-010,RT-b6a6ea0bab,17.7,1092.9,0,2821.64,0.17,Low Risk
SHP-00527,20251202,VEND-024,RT-3b82329c76,21.29,311.8,0,978.61,0.17,Low Risk
SHP-00528,20251202,VEND-014,RT-0a2e48d011,18.3,557.0,0,1429.79,0.16,Low Risk
